timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/01/03 16:13:38.108, NVIDIA GeForce RTX 4090, 83 %, 65 %, 17972 MiB, 287.78 W
2026/01/03 16:13:39.110, NVIDIA GeForce RTX 4090, 81 %, 67 %, 18001 MiB, 283.17 W
2026/01/03 16:13:40.114, NVIDIA GeForce RTX 4090, 88 %, 85 %, 17999 MiB, 284.39 W
2026/01/03 16:13:41.116, NVIDIA GeForce RTX 4090, 91 %, 88 %, 17981 MiB, 289.02 W
2026/01/03 16:13:42.118, NVIDIA GeForce RTX 4090, 76 %, 63 %, 17849 MiB, 262.21 W
2026/01/03 16:13:43.120, NVIDIA GeForce RTX 4090, 97 %, 40 %, 18017 MiB, 316.64 W
2026/01/03 16:13:44.133, NVIDIA GeForce RTX 4090, 87 %, 56 %, 18012 MiB, 288.47 W
2026/01/03 16:13:45.136, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18012 MiB, 285.56 W
2026/01/03 16:13:46.138, NVIDIA GeForce RTX 4090, 77 %, 74 %, 17457 MiB, 268.07 W
2026/01/03 16:13:47.141, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17950 MiB, 307.25 W
2026/01/03 16:13:48.147, NVIDIA GeForce RTX 4090, 96 %, 23 %, 17965 MiB, 286.28 W
2026/01/03 16:13:49.151, NVIDIA GeForce RTX 4090, 71 %, 25 %, 17959 MiB, 285.43 W
2026/01/03 16:13:50.154, NVIDIA GeForce RTX 4090, 97 %, 18 %, 17981 MiB, 295.71 W
2026/01/03 16:13:51.155, NVIDIA GeForce RTX 4090, 79 %, 16 %, 17963 MiB, 290.07 W
2026/01/03 16:13:52.157, NVIDIA GeForce RTX 4090, 95 %, 27 %, 17952 MiB, 301.84 W
2026/01/03 16:13:53.160, NVIDIA GeForce RTX 4090, 92 %, 13 %, 17956 MiB, 300.47 W
2026/01/03 16:13:54.162, NVIDIA GeForce RTX 4090, 96 %, 29 %, 17981 MiB, 292.70 W
2026/01/03 16:13:55.164, NVIDIA GeForce RTX 4090, 87 %, 12 %, 17963 MiB, 301.60 W
2026/01/03 16:13:56.166, NVIDIA GeForce RTX 4090, 95 %, 35 %, 17955 MiB, 303.36 W
2026/01/03 16:13:57.168, NVIDIA GeForce RTX 4090, 95 %, 26 %, 17953 MiB, 306.90 W
2026/01/03 16:13:58.171, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17957 MiB, 298.07 W
2026/01/03 16:13:59.174, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17413 MiB, 294.92 W
2026/01/03 16:14:00.176, NVIDIA GeForce RTX 4090, 78 %, 52 %, 17463 MiB, 295.24 W
2026/01/03 16:14:01.179, NVIDIA GeForce RTX 4090, 95 %, 59 %, 17463 MiB, 291.05 W
2026/01/03 16:14:02.184, NVIDIA GeForce RTX 4090, 75 %, 32 %, 17463 MiB, 292.54 W
2026/01/03 16:14:06.119, NVIDIA GeForce RTX 4090, 74 %, 55 %, 17458 MiB, 296.86 W
2026/01/03 16:14:07.121, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18019 MiB, 320.11 W
2026/01/03 16:14:08.122, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18065 MiB, 289.21 W
2026/01/03 16:14:09.124, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18075 MiB, 287.78 W
2026/01/03 16:14:10.126, NVIDIA GeForce RTX 4090, 97 %, 22 %, 18073 MiB, 259.89 W
2026/01/03 16:14:11.128, NVIDIA GeForce RTX 4090, 90 %, 87 %, 18073 MiB, 307.26 W
2026/01/03 16:14:12.131, NVIDIA GeForce RTX 4090, 97 %, 17 %, 18001 MiB, 255.88 W
2026/01/03 16:14:13.132, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18003 MiB, 305.77 W
2026/01/03 16:14:14.134, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18075 MiB, 292.08 W
2026/01/03 16:14:15.136, NVIDIA GeForce RTX 4090, 96 %, 53 %, 17991 MiB, 288.29 W
2026/01/03 16:14:16.139, NVIDIA GeForce RTX 4090, 94 %, 36 %, 18047 MiB, 285.53 W
2026/01/03 16:14:17.142, NVIDIA GeForce RTX 4090, 95 %, 28 %, 18015 MiB, 283.65 W
2026/01/03 16:14:18.145, NVIDIA GeForce RTX 4090, 97 %, 17 %, 17851 MiB, 262.99 W
2026/01/03 16:14:19.146, NVIDIA GeForce RTX 4090, 96 %, 52 %, 17963 MiB, 318.30 W
2026/01/03 16:14:20.148, NVIDIA GeForce RTX 4090, 95 %, 25 %, 17957 MiB, 274.31 W
2026/01/03 16:14:21.151, NVIDIA GeForce RTX 4090, 88 %, 67 %, 17957 MiB, 306.11 W
2026/01/03 16:14:22.153, NVIDIA GeForce RTX 4090, 57 %, 35 %, 17449 MiB, 252.54 W
2026/01/03 16:14:23.156, NVIDIA GeForce RTX 4090, 72 %, 18 %, 17831 MiB, 263.23 W
2026/01/03 16:14:24.158, NVIDIA GeForce RTX 4090, 85 %, 58 %, 17943 MiB, 296.55 W
2026/01/03 16:14:25.165, NVIDIA GeForce RTX 4090, 78 %, 75 %, 17678 MiB, 262.20 W
2026/01/03 16:14:26.167, NVIDIA GeForce RTX 4090, 76 %, 73 %, 17463 MiB, 255.96 W
2026/01/03 16:14:27.170, NVIDIA GeForce RTX 4090, 90 %, 30 %, 17963 MiB, 281.73 W
2026/01/03 16:14:28.175, NVIDIA GeForce RTX 4090, 89 %, 59 %, 17413 MiB, 296.57 W
2026/01/03 16:14:29.184, NVIDIA GeForce RTX 4090, 72 %, 11 %, 17845 MiB, 248.14 W
2026/01/03 16:14:30.185, NVIDIA GeForce RTX 4090, 92 %, 27 %, 17956 MiB, 310.62 W
2026/01/03 16:14:31.188, NVIDIA GeForce RTX 4090, 83 %, 80 %, 17947 MiB, 279.68 W
2026/01/03 16:14:32.192, NVIDIA GeForce RTX 4090, 80 %, 77 %, 17447 MiB, 266.34 W
2026/01/03 16:14:33.196, NVIDIA GeForce RTX 4090, 93 %, 36 %, 17963 MiB, 293.36 W
2026/01/03 16:14:34.199, NVIDIA GeForce RTX 4090, 84 %, 73 %, 17463 MiB, 285.37 W
2026/01/03 16:14:35.203, NVIDIA GeForce RTX 4090, 80 %, 8 %, 17849 MiB, 249.13 W
2026/01/03 16:14:36.205, NVIDIA GeForce RTX 4090, 97 %, 42 %, 17956 MiB, 299.95 W
2026/01/03 16:14:37.208, NVIDIA GeForce RTX 4090, 69 %, 7 %, 17864 MiB, 247.02 W
2026/01/03 16:14:41.149, NVIDIA GeForce RTX 4090, 95 %, 38 %, 17947 MiB, 311.07 W
2026/01/03 16:14:42.151, NVIDIA GeForce RTX 4090, 76 %, 74 %, 17397 MiB, 260.71 W
2026/01/03 16:14:43.153, NVIDIA GeForce RTX 4090, 78 %, 9 %, 17959 MiB, 276.39 W
2026/01/03 16:14:44.155, NVIDIA GeForce RTX 4090, 89 %, 59 %, 17981 MiB, 290.84 W
2026/01/03 16:14:45.162, NVIDIA GeForce RTX 4090, 73 %, 71 %, 17463 MiB, 255.89 W
2026/01/03 16:14:46.164, NVIDIA GeForce RTX 4090, 91 %, 33 %, 17957 MiB, 273.90 W
2026/01/03 16:14:47.166, NVIDIA GeForce RTX 4090, 82 %, 62 %, 17977 MiB, 290.02 W
2026/01/03 16:14:48.168, NVIDIA GeForce RTX 4090, 68 %, 65 %, 17843 MiB, 253.95 W
2026/01/03 16:14:49.171, NVIDIA GeForce RTX 4090, 93 %, 29 %, 17941 MiB, 275.46 W
2026/01/03 16:14:50.173, NVIDIA GeForce RTX 4090, 91 %, 48 %, 17960 MiB, 288.06 W
2026/01/03 16:14:51.176, NVIDIA GeForce RTX 4090, 63 %, 46 %, 17464 MiB, 253.58 W
2026/01/03 16:14:52.178, NVIDIA GeForce RTX 4090, 94 %, 34 %, 17984 MiB, 306.33 W
2026/01/03 16:14:53.201, NVIDIA GeForce RTX 4090, 73 %, 61 %, 17457 MiB, 274.30 W
2026/01/03 16:14:54.203, NVIDIA GeForce RTX 4090, 95 %, 29 %, 17955 MiB, 301.99 W
2026/01/03 16:14:55.206, NVIDIA GeForce RTX 4090, 78 %, 30 %, 17845 MiB, 264.39 W
2026/01/03 16:14:56.212, NVIDIA GeForce RTX 4090, 98 %, 41 %, 17947 MiB, 315.98 W
2026/01/03 16:14:57.214, NVIDIA GeForce RTX 4090, 79 %, 24 %, 17849 MiB, 267.34 W
2026/01/03 16:14:58.215, NVIDIA GeForce RTX 4090, 95 %, 34 %, 17963 MiB, 319.39 W
2026/01/03 16:14:59.218, NVIDIA GeForce RTX 4090, 80 %, 13 %, 17849 MiB, 260.04 W
2026/01/03 16:15:00.222, NVIDIA GeForce RTX 4090, 94 %, 45 %, 17958 MiB, 322.23 W
2026/01/03 16:15:01.224, NVIDIA GeForce RTX 4090, 70 %, 49 %, 17458 MiB, 275.46 W
2026/01/03 16:15:02.227, NVIDIA GeForce RTX 4090, 98 %, 41 %, 17956 MiB, 326.40 W
2026/01/03 16:15:03.229, NVIDIA GeForce RTX 4090, 79 %, 15 %, 17835 MiB, 262.99 W
2026/01/03 16:15:04.232, NVIDIA GeForce RTX 4090, 98 %, 38 %, 17961 MiB, 321.93 W
2026/01/03 16:15:05.234, NVIDIA GeForce RTX 4090, 80 %, 11 %, 17851 MiB, 264.77 W
2026/01/03 16:15:06.237, NVIDIA GeForce RTX 4090, 97 %, 40 %, 18017 MiB, 308.61 W
2026/01/03 16:15:07.240, NVIDIA GeForce RTX 4090, 90 %, 87 %, 17960 MiB, 286.73 W
2026/01/03 16:15:08.244, NVIDIA GeForce RTX 4090, 77 %, 47 %, 17843 MiB, 265.41 W
2026/01/03 16:15:09.246, NVIDIA GeForce RTX 4090, 96 %, 39 %, 17947 MiB, 308.48 W
2026/01/03 16:15:10.250, NVIDIA GeForce RTX 4090, 89 %, 86 %, 17945 MiB, 283.01 W
2026/01/03 16:15:11.252, NVIDIA GeForce RTX 4090, 91 %, 88 %, 17463 MiB, 281.42 W
2026/01/03 16:15:12.254, NVIDIA GeForce RTX 4090, 95 %, 26 %, 17961 MiB, 281.45 W
2026/01/03 16:15:16.193, NVIDIA GeForce RTX 4090, 91 %, 79 %, 18003 MiB, 309.10 W
2026/01/03 16:15:17.197, NVIDIA GeForce RTX 4090, 90 %, 87 %, 17407 MiB, 286.18 W
2026/01/03 16:15:18.200, NVIDIA GeForce RTX 4090, 81 %, 13 %, 17957 MiB, 286.13 W
2026/01/03 16:15:19.202, NVIDIA GeForce RTX 4090, 91 %, 55 %, 17952 MiB, 312.83 W
2026/01/03 16:15:20.205, NVIDIA GeForce RTX 4090, 87 %, 84 %, 17447 MiB, 272.88 W
2026/01/03 16:15:21.208, NVIDIA GeForce RTX 4090, 96 %, 51 %, 17947 MiB, 309.08 W
2026/01/03 16:15:22.211, NVIDIA GeForce RTX 4090, 90 %, 87 %, 17463 MiB, 285.79 W
2026/01/03 16:15:23.219, NVIDIA GeForce RTX 4090, 95 %, 29 %, 17959 MiB, 278.55 W
2026/01/03 16:15:24.223, NVIDIA GeForce RTX 4090, 90 %, 69 %, 17981 MiB, 301.76 W
2026/01/03 16:15:25.226, NVIDIA GeForce RTX 4090, 71 %, 4 %, 17847 MiB, 255.13 W
2026/01/03 16:15:26.228, NVIDIA GeForce RTX 4090, 95 %, 36 %, 17957 MiB, 319.64 W
2026/01/03 16:15:27.231, NVIDIA GeForce RTX 4090, 85 %, 82 %, 17955 MiB, 284.57 W
2026/01/03 16:15:28.234, NVIDIA GeForce RTX 4090, 86 %, 83 %, 17447 MiB, 266.68 W
2026/01/03 16:15:29.239, NVIDIA GeForce RTX 4090, 94 %, 33 %, 17963 MiB, 287.66 W
2026/01/03 16:15:30.240, NVIDIA GeForce RTX 4090, 98 %, 41 %, 17961 MiB, 296.91 W
2026/01/03 16:15:31.243, NVIDIA GeForce RTX 4090, 85 %, 82 %, 17963 MiB, 278.18 W
2026/01/03 16:15:32.250, NVIDIA GeForce RTX 4090, 78 %, 8 %, 17954 MiB, 263.75 W
2026/01/03 16:15:33.253, NVIDIA GeForce RTX 4090, 96 %, 43 %, 17958 MiB, 316.73 W
2026/01/03 16:15:34.257, NVIDIA GeForce RTX 4090, 78 %, 75 %, 17458 MiB, 269.64 W
2026/01/03 16:15:35.260, NVIDIA GeForce RTX 4090, 96 %, 52 %, 17451 MiB, 283.89 W
2026/01/03 16:15:36.263, NVIDIA GeForce RTX 4090, 78 %, 31 %, 17867 MiB, 285.86 W
2026/01/03 16:15:37.269, NVIDIA GeForce RTX 4090, 37 %, 31 %, 17467 MiB, 280.91 W
2026/01/03 16:15:38.271, NVIDIA GeForce RTX 4090, 67 %, 43 %, 17462 MiB, 285.28 W
2026/01/03 16:15:39.274, NVIDIA GeForce RTX 4090, 95 %, 30 %, 18013 MiB, 302.98 W
2026/01/03 16:15:40.278, NVIDIA GeForce RTX 4090, 63 %, 55 %, 17457 MiB, 271.46 W
2026/01/03 16:15:41.283, NVIDIA GeForce RTX 4090, 96 %, 22 %, 18013 MiB, 309.00 W
2026/01/03 16:15:42.285, NVIDIA GeForce RTX 4090, 78 %, 75 %, 17414 MiB, 279.11 W
2026/01/03 16:15:43.286, NVIDIA GeForce RTX 4090, 79 %, 8 %, 18037 MiB, 264.26 W
2026/01/03 16:15:44.289, NVIDIA GeForce RTX 4090, 82 %, 78 %, 18092 MiB, 300.81 W
2026/01/03 16:15:45.292, NVIDIA GeForce RTX 4090, 63 %, 37 %, 17861 MiB, 249.91 W
2026/01/03 16:15:46.294, NVIDIA GeForce RTX 4090, 84 %, 12 %, 17861 MiB, 294.58 W
2026/01/03 16:15:47.296, NVIDIA GeForce RTX 4090, 74 %, 20 %, 17851 MiB, 291.65 W
2026/01/03 16:15:48.298, NVIDIA GeForce RTX 4090, 92 %, 27 %, 17979 MiB, 285.29 W
2026/01/03 16:15:52.232, NVIDIA GeForce RTX 4090, 97 %, 20 %, 18097 MiB, 307.68 W
2026/01/03 16:15:53.234, NVIDIA GeForce RTX 4090, 98 %, 46 %, 18079 MiB, 312.92 W
2026/01/03 16:15:54.236, NVIDIA GeForce RTX 4090, 96 %, 23 %, 17952 MiB, 281.57 W
2026/01/03 16:15:55.238, NVIDIA GeForce RTX 4090, 91 %, 88 %, 17686 MiB, 300.39 W
2026/01/03 16:15:56.241, NVIDIA GeForce RTX 4090, 77 %, 28 %, 17843 MiB, 287.93 W
2026/01/03 16:15:57.245, NVIDIA GeForce RTX 4090, 90 %, 87 %, 17463 MiB, 317.61 W
2026/01/03 16:15:58.250, NVIDIA GeForce RTX 4090, 95 %, 62 %, 17961 MiB, 301.66 W
2026/01/03 16:15:59.251, NVIDIA GeForce RTX 4090, 77 %, 73 %, 17845 MiB, 270.16 W
2026/01/03 16:16:00.257, NVIDIA GeForce RTX 4090, 97 %, 55 %, 18013 MiB, 320.37 W
2026/01/03 16:16:01.259, NVIDIA GeForce RTX 4090, 96 %, 16 %, 18072 MiB, 277.11 W
2026/01/03 16:16:02.261, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18074 MiB, 318.39 W
2026/01/03 16:16:03.263, NVIDIA GeForce RTX 4090, 91 %, 76 %, 18075 MiB, 288.37 W
2026/01/03 16:16:04.265, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18075 MiB, 275.65 W
2026/01/03 16:16:05.267, NVIDIA GeForce RTX 4090, 96 %, 58 %, 18008 MiB, 301.66 W
2026/01/03 16:16:06.269, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18070 MiB, 290.28 W
2026/01/03 16:16:07.271, NVIDIA GeForce RTX 4090, 91 %, 87 %, 17447 MiB, 270.62 W
2026/01/03 16:16:08.274, NVIDIA GeForce RTX 4090, 78 %, 18 %, 17831 MiB, 270.88 W
2026/01/03 16:16:09.299, NVIDIA GeForce RTX 4090, 91 %, 88 %, 17997 MiB, 312.43 W
2026/01/03 16:16:10.300, NVIDIA GeForce RTX 4090, 98 %, 81 %, 18055 MiB, 293.72 W
2026/01/03 16:16:11.303, NVIDIA GeForce RTX 4090, 91 %, 88 %, 18055 MiB, 275.66 W
2026/01/03 16:16:12.305, NVIDIA GeForce RTX 4090, 90 %, 87 %, 17989 MiB, 287.23 W
2026/01/03 16:16:13.306, NVIDIA GeForce RTX 4090, 88 %, 85 %, 17439 MiB, 260.01 W
2026/01/03 16:16:14.310, NVIDIA GeForce RTX 4090, 90 %, 50 %, 17823 MiB, 299.48 W
2026/01/03 16:16:15.312, NVIDIA GeForce RTX 4090, 97 %, 17 %, 17959 MiB, 299.82 W
2026/01/03 16:16:16.315, NVIDIA GeForce RTX 4090, 96 %, 22 %, 17961 MiB, 308.24 W
2026/01/03 16:16:17.318, NVIDIA GeForce RTX 4090, 96 %, 50 %, 17459 MiB, 305.79 W
2026/01/03 16:16:18.323, NVIDIA GeForce RTX 4090, 95 %, 50 %, 17737 MiB, 281.08 W
2026/01/03 16:16:19.325, NVIDIA GeForce RTX 4090, 83 %, 10 %, 17843 MiB, 290.12 W
2026/01/03 16:16:20.328, NVIDIA GeForce RTX 4090, 77 %, 12 %, 17961 MiB, 298.78 W
2026/01/03 16:16:21.331, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17963 MiB, 314.87 W
2026/01/03 16:16:22.333, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17457 MiB, 300.83 W
2026/01/03 16:16:23.339, NVIDIA GeForce RTX 4090, 69 %, 46 %, 17457 MiB, 303.14 W
2026/01/03 16:16:27.266, NVIDIA GeForce RTX 4090, 75 %, 49 %, 17847 MiB, 287.17 W
2026/01/03 16:16:28.268, NVIDIA GeForce RTX 4090, 94 %, 15 %, 17847 MiB, 299.13 W
2026/01/03 16:16:29.271, NVIDIA GeForce RTX 4090, 70 %, 5 %, 17959 MiB, 294.17 W
2026/01/03 16:16:30.274, NVIDIA GeForce RTX 4090, 95 %, 30 %, 17954 MiB, 298.65 W
2026/01/03 16:16:31.278, NVIDIA GeForce RTX 4090, 97 %, 18 %, 17955 MiB, 296.01 W
2026/01/03 16:16:32.280, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17959 MiB, 306.39 W
2026/01/03 16:16:33.284, NVIDIA GeForce RTX 4090, 98 %, 37 %, 17414 MiB, 298.58 W
2026/01/03 16:16:34.290, NVIDIA GeForce RTX 4090, 77 %, 51 %, 17462 MiB, 288.38 W
2026/01/03 16:16:35.295, NVIDIA GeForce RTX 4090, 95 %, 43 %, 17407 MiB, 299.13 W
2026/01/03 16:16:36.297, NVIDIA GeForce RTX 4090, 68 %, 46 %, 17463 MiB, 284.22 W
2026/01/03 16:16:37.311, NVIDIA GeForce RTX 4090, 82 %, 47 %, 17463 MiB, 285.79 W
2026/01/03 16:16:38.314, NVIDIA GeForce RTX 4090, 62 %, 2 %, 17604 MiB, 280.22 W
2026/01/03 16:16:39.320, NVIDIA GeForce RTX 4090, 66 %, 22 %, 17851 MiB, 294.54 W
2026/01/03 16:16:40.323, NVIDIA GeForce RTX 4090, 74 %, 32 %, 17956 MiB, 291.53 W
2026/01/03 16:16:41.326, NVIDIA GeForce RTX 4090, 96 %, 25 %, 17981 MiB, 296.89 W
2026/01/03 16:16:42.328, NVIDIA GeForce RTX 4090, 96 %, 24 %, 17963 MiB, 302.62 W
2026/01/03 16:16:43.331, NVIDIA GeForce RTX 4090, 96 %, 42 %, 17981 MiB, 296.62 W
2026/01/03 16:16:44.334, NVIDIA GeForce RTX 4090, 94 %, 23 %, 17959 MiB, 284.56 W
2026/01/03 16:16:45.337, NVIDIA GeForce RTX 4090, 96 %, 42 %, 17409 MiB, 300.44 W
2026/01/03 16:16:46.341, NVIDIA GeForce RTX 4090, 95 %, 30 %, 17961 MiB, 289.96 W
2026/01/03 16:16:47.344, NVIDIA GeForce RTX 4090, 92 %, 27 %, 17963 MiB, 272.22 W
2026/01/03 16:16:48.346, NVIDIA GeForce RTX 4090, 69 %, 4 %, 17961 MiB, 288.91 W
2026/01/03 16:16:49.347, NVIDIA GeForce RTX 4090, 95 %, 35 %, 17955 MiB, 291.08 W
2026/01/03 16:16:50.350, NVIDIA GeForce RTX 4090, 91 %, 22 %, 17955 MiB, 290.27 W
2026/01/03 16:16:51.353, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17961 MiB, 297.02 W
2026/01/03 16:16:52.356, NVIDIA GeForce RTX 4090, 89 %, 22 %, 17961 MiB, 280.99 W
2026/01/03 16:16:53.358, NVIDIA GeForce RTX 4090, 97 %, 40 %, 17963 MiB, 299.23 W
2026/01/03 16:16:54.363, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17457 MiB, 288.19 W
2026/01/03 16:16:55.366, NVIDIA GeForce RTX 4090, 73 %, 30 %, 17457 MiB, 278.98 W
2026/01/03 16:16:56.369, NVIDIA GeForce RTX 4090, 72 %, 34 %, 17851 MiB, 287.55 W
2026/01/03 16:16:57.371, NVIDIA GeForce RTX 4090, 73 %, 33 %, 17867 MiB, 301.08 W
2026/01/03 16:16:58.373, NVIDIA GeForce RTX 4090, 97 %, 20 %, 17963 MiB, 292.26 W
2026/01/03 16:17:02.316, NVIDIA GeForce RTX 4090, 97 %, 17 %, 17957 MiB, 302.71 W
2026/01/03 16:17:03.320, NVIDIA GeForce RTX 4090, 86 %, 33 %, 17959 MiB, 308.30 W
2026/01/03 16:17:04.323, NVIDIA GeForce RTX 4090, 97 %, 41 %, 17413 MiB, 294.53 W
2026/01/03 16:17:05.325, NVIDIA GeForce RTX 4090, 93 %, 53 %, 17463 MiB, 294.17 W
2026/01/03 16:17:06.329, NVIDIA GeForce RTX 4090, 96 %, 48 %, 17459 MiB, 283.75 W
2026/01/03 16:17:07.334, NVIDIA GeForce RTX 4090, 81 %, 76 %, 17977 MiB, 301.54 W
2026/01/03 16:17:08.337, NVIDIA GeForce RTX 4090, 95 %, 34 %, 17981 MiB, 298.47 W
2026/01/03 16:17:09.341, NVIDIA GeForce RTX 4090, 94 %, 46 %, 17964 MiB, 291.38 W
2026/01/03 16:17:10.343, NVIDIA GeForce RTX 4090, 97 %, 20 %, 17963 MiB, 281.18 W
2026/01/03 16:17:11.347, NVIDIA GeForce RTX 4090, 93 %, 29 %, 17955 MiB, 283.11 W
2026/01/03 16:17:12.349, NVIDIA GeForce RTX 4090, 70 %, 4 %, 17973 MiB, 279.84 W
2026/01/03 16:17:13.351, NVIDIA GeForce RTX 4090, 95 %, 30 %, 17946 MiB, 301.95 W
2026/01/03 16:17:14.354, NVIDIA GeForce RTX 4090, 69 %, 4 %, 17959 MiB, 285.23 W
2026/01/03 16:17:15.358, NVIDIA GeForce RTX 4090, 90 %, 19 %, 17851 MiB, 270.86 W
2026/01/03 16:17:16.361, NVIDIA GeForce RTX 4090, 89 %, 13 %, 17959 MiB, 304.78 W
2026/01/03 16:17:17.363, NVIDIA GeForce RTX 4090, 95 %, 29 %, 17955 MiB, 293.59 W
2026/01/03 16:17:18.368, NVIDIA GeForce RTX 4090, 84 %, 11 %, 17976 MiB, 289.51 W
2026/01/03 16:17:19.371, NVIDIA GeForce RTX 4090, 74 %, 19 %, 17963 MiB, 284.31 W
2026/01/03 16:17:20.373, NVIDIA GeForce RTX 4090, 95 %, 21 %, 17959 MiB, 293.61 W
2026/01/03 16:17:21.375, NVIDIA GeForce RTX 4090, 80 %, 12 %, 17956 MiB, 296.42 W
2026/01/03 16:17:22.378, NVIDIA GeForce RTX 4090, 96 %, 36 %, 17956 MiB, 307.73 W
2026/01/03 16:17:23.383, NVIDIA GeForce RTX 4090, 95 %, 25 %, 17961 MiB, 301.38 W
2026/01/03 16:17:24.385, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17981 MiB, 300.40 W
2026/01/03 16:17:25.389, NVIDIA GeForce RTX 4090, 97 %, 39 %, 17453 MiB, 296.39 W
2026/01/03 16:17:26.392, NVIDIA GeForce RTX 4090, 79 %, 52 %, 17463 MiB, 291.33 W
2026/01/03 16:17:27.396, NVIDIA GeForce RTX 4090, 91 %, 46 %, 17463 MiB, 288.17 W
2026/01/03 16:17:28.399, NVIDIA GeForce RTX 4090, 79 %, 35 %, 17867 MiB, 289.83 W
2026/01/03 16:17:29.401, NVIDIA GeForce RTX 4090, 67 %, 44 %, 17867 MiB, 288.71 W
2026/01/03 16:17:30.403, NVIDIA GeForce RTX 4090, 79 %, 9 %, 17867 MiB, 292.35 W
2026/01/03 16:17:31.406, NVIDIA GeForce RTX 4090, 68 %, 29 %, 17862 MiB, 294.06 W
2026/01/03 16:17:32.408, NVIDIA GeForce RTX 4090, 97 %, 17 %, 17861 MiB, 294.56 W
2026/01/03 16:17:33.413, NVIDIA GeForce RTX 4090, 79 %, 11 %, 17979 MiB, 300.65 W
2026/01/03 16:17:37.349, NVIDIA GeForce RTX 4090, 96 %, 34 %, 17982 MiB, 303.84 W
2026/01/03 16:17:38.351, NVIDIA GeForce RTX 4090, 95 %, 27 %, 17959 MiB, 312.87 W
2026/01/03 16:17:39.354, NVIDIA GeForce RTX 4090, 96 %, 39 %, 17953 MiB, 297.88 W
2026/01/03 16:17:40.356, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17953 MiB, 291.97 W
2026/01/03 16:17:41.362, NVIDIA GeForce RTX 4090, 95 %, 26 %, 17959 MiB, 296.37 W
2026/01/03 16:17:42.365, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17963 MiB, 291.29 W
2026/01/03 16:17:43.368, NVIDIA GeForce RTX 4090, 97 %, 37 %, 17459 MiB, 295.81 W
2026/01/03 16:17:44.373, NVIDIA GeForce RTX 4090, 81 %, 65 %, 17409 MiB, 292.92 W
2026/01/03 16:17:45.375, NVIDIA GeForce RTX 4090, 96 %, 37 %, 17976 MiB, 296.04 W
2026/01/03 16:17:46.377, NVIDIA GeForce RTX 4090, 97 %, 41 %, 17413 MiB, 291.50 W
2026/01/03 16:17:47.379, NVIDIA GeForce RTX 4090, 97 %, 38 %, 17463 MiB, 290.21 W
2026/01/03 16:17:48.383, NVIDIA GeForce RTX 4090, 76 %, 28 %, 17847 MiB, 280.87 W
2026/01/03 16:17:49.385, NVIDIA GeForce RTX 4090, 76 %, 26 %, 17955 MiB, 299.58 W
2026/01/03 16:17:50.388, NVIDIA GeForce RTX 4090, 96 %, 32 %, 17975 MiB, 302.09 W
2026/01/03 16:17:51.390, NVIDIA GeForce RTX 4090, 81 %, 24 %, 17959 MiB, 291.02 W
2026/01/03 16:17:52.393, NVIDIA GeForce RTX 4090, 79 %, 34 %, 17465 MiB, 296.33 W
2026/01/03 16:17:53.396, NVIDIA GeForce RTX 4090, 96 %, 58 %, 17463 MiB, 314.38 W
2026/01/03 16:17:54.399, NVIDIA GeForce RTX 4090, 96 %, 52 %, 17955 MiB, 298.09 W
2026/01/03 16:17:55.401, NVIDIA GeForce RTX 4090, 97 %, 19 %, 17955 MiB, 287.84 W
2026/01/03 16:17:56.403, NVIDIA GeForce RTX 4090, 84 %, 10 %, 17847 MiB, 278.26 W
2026/01/03 16:17:57.406, NVIDIA GeForce RTX 4090, 93 %, 64 %, 17959 MiB, 318.01 W
2026/01/03 16:17:58.408, NVIDIA GeForce RTX 4090, 96 %, 38 %, 17954 MiB, 290.48 W
2026/01/03 16:17:59.410, NVIDIA GeForce RTX 4090, 90 %, 85 %, 17458 MiB, 310.25 W
2026/01/03 16:18:00.413, NVIDIA GeForce RTX 4090, 94 %, 28 %, 17954 MiB, 297.39 W
2026/01/03 16:18:01.416, NVIDIA GeForce RTX 4090, 79 %, 20 %, 17835 MiB, 265.65 W
2026/01/03 16:18:02.419, NVIDIA GeForce RTX 4090, 92 %, 69 %, 17463 MiB, 309.84 W
